session_id,timestamp,image_filename,steering_angle,speed_kmh,brake,autonomous_mode,line_detected,gps_x,gps_y,lidar_obstacle_detected,lidar_obstacle_distance,evasion_phase,obstacle_type
20260612_000237,2026-06-12T07:04:16.949,frame_000197.jpg,0.0000,52.47,0.4823,0,0,-70.674,-106.140,0,,0,
20260612_000237,2026-06-12T07:04:17.462,frame_000198.jpg,-0.1235,52.16,0.4823,0,0,-65.812,-106.949,1,22.22,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:17.976,frame_000199.jpg,0.0000,51.84,0.4823,0,0,-60.776,-107.148,0,,0,
20260612_000237,2026-06-12T07:04:18.484,frame_000200.jpg,0.0000,48.08,0.4823,0,0,-56.217,-107.233,0,,0,
20260612_000237,2026-06-12T07:04:18.986,frame_000201.jpg,0.0000,48.08,0.4823,0,0,-52.193,-107.305,0,,0,
20260612_000237,2026-06-12T07:04:19.487,frame_000202.jpg,0.0000,48.08,0.4823,0,0,-47.923,-107.381,1,22.18,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:19.988,frame_000203.jpg,0.0000,48.08,0.4823,0,0,-43.256,-107.464,1,17.54,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:20.500,frame_000204.jpg,0.1894,46.20,0.4823,0,0,-38.221,-107.589,1,12.62,1,VEHICLE
20260612_000237,2026-06-12T07:04:21.001,frame_000205.jpg,0.0000,45.88,0.4823,0,0,-33.969,-108.350,0,,2,
20260612_000237,2026-06-12T07:04:21.517,frame_000206.jpg,0.0000,45.88,0.4823,0,0,-29.728,-109.377,1,21.19,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:22.020,frame_000207.jpg,0.0000,47.76,0.4823,0,0,-25.657,-110.370,1,17.00,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:22.528,frame_000208.jpg,0.0000,47.45,0.4823,0,0,-21.288,-111.287,1,10.37,1,VEHICLE
20260612_000237,2026-06-12T07:04:23.033,frame_000209.jpg,-0.0851,49.02,0.4823,0,0,-16.780,-111.902,1,8.27,1,VEHICLE
20260612_000237,2026-06-12T07:04:23.537,frame_000210.jpg,-0.1345,49.02,0.4823,0,0,-12.198,-112.214,1,14.50,1,VEHICLE
20260612_000237,2026-06-12T07:04:24.043,frame_000211.jpg,0.0000,49.33,0.4823,0,0,-7.647,-111.687,1,24.87,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:24.548,frame_000212.jpg,0.0000,50.27,0.4823,0,0,-2.986,-110.513,0,,2,
20260612_000237,2026-06-12T07:04:25.057,frame_000213.jpg,0.0000,50.59,0.4823,0,1,1.770,-109.258,0,,2,
20260612_000237,2026-06-12T07:04:25.565,frame_000214.jpg,0.0000,50.90,0.4823,0,1,6.266,-108.066,0,,2,
20260612_000237,2026-06-12T07:04:26.065,frame_000215.jpg,0.0000,51.21,0.4823,0,1,10.646,-106.900,0,,2,
20260612_000237,2026-06-12T07:04:26.577,frame_000216.jpg,-0.1016,51.53,0.4823,0,1,15.182,-105.679,1,17.89,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:27.091,frame_000217.jpg,0.0000,51.53,0.4823,0,1,19.754,-104.061,1,24.15,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:27.599,frame_000218.jpg,0.0000,52.16,0.4823,0,1,23.996,-102.271,1,16.44,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:28.101,frame_000219.jpg,0.0000,52.16,0.4823,0,1,28.506,-99.726,0,,2,
20260612_000237,2026-06-12T07:04:28.609,frame_000220.jpg,0.0000,52.16,0.4823,0,1,32.558,-96.948,1,16.29,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:29.112,frame_000221.jpg,-0.1180,52.16,0.4823,0,0,35.930,-93.769,1,19.97,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:29.622,frame_000222.jpg,0.0000,52.47,0.4823,0,0,39.106,-90.147,1,15.74,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:30.132,frame_000223.jpg,-0.1345,52.16,0.4823,0,0,42.045,-86.138,1,14.81,0,OBSTACLE
20260612_000237,2026-06-12T07:04:30.638,frame_000224.jpg,-0.1455,52.47,0.4823,0,1,44.115,-82.170,1,17.37,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:31.146,frame_000225.jpg,0.0000,52.47,0.4823,0,1,45.206,-78.407,1,21.23,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:31.656,frame_000226.jpg,-0.0906,52.47,0.4823,0,1,46.196,-73.964,1,16.88,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:32.168,frame_000227.jpg,-0.0741,52.78,0.4823,0,1,47.019,-69.354,0,,0,
20260612_000237,2026-06-12T07:04:32.671,frame_000228.jpg,0.0000,52.78,0.4823,0,1,47.293,-65.250,1,24.06,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:33.180,frame_000229.jpg,0.0000,55.29,0.4823,0,0,47.421,-60.637,0,,0,
20260612_000237,2026-06-12T07:04:33.680,frame_000230.jpg,0.0000,53.41,0.4823,0,0,47.543,-55.758,0,,0,
20260612_000237,2026-06-12T07:04:34.185,frame_000231.jpg,0.0000,53.41,0.4823,0,0,47.665,-50.838,0,,0,
20260612_000237,2026-06-12T07:04:34.691,frame_000232.jpg,0.0000,53.41,0.4823,0,0,47.789,-45.767,0,,0,
20260612_000237,2026-06-12T07:04:35.198,frame_000233.jpg,0.0000,54.04,0.4823,0,1,47.917,-40.363,0,,0,
20260612_000237,2026-06-12T07:04:35.702,frame_000234.jpg,0.0000,54.04,0.4823,0,0,48.034,-35.393,0,,0,
20260612_000237,2026-06-12T07:04:36.212,frame_000235.jpg,0.0000,54.04,0.4823,0,1,48.144,-30.716,0,,0,
20260612_000237,2026-06-12T07:04:36.715,frame_000236.jpg,0.0000,54.04,0.4823,0,1,48.176,-25.751,0,,0,
20260612_000237,2026-06-12T07:04:37.220,frame_000237.jpg,0.0000,54.04,0.4823,0,1,47.883,-20.635,0,,0,
20260612_000237,2026-06-12T07:04:37.722,frame_000238.jpg,0.0000,54.04,0.4823,0,1,47.572,-15.671,0,,0,
20260612_000237,2026-06-12T07:04:38.227,frame_000239.jpg,0.0000,54.35,0.4823,0,1,47.280,-11.007,0,,0,
20260612_000237,2026-06-12T07:04:38.729,frame_000240.jpg,0.0000,54.35,0.4823,0,1,47.189,-6.780,0,,0,
20260612_000237,2026-06-12T07:04:39.234,frame_000241.jpg,0.0000,54.35,0.4823,0,1,47.113,-1.785,0,,0,
20260612_000237,2026-06-12T07:04:39.742,frame_000242.jpg,0.0000,54.35,0.4823,0,1,47.028,3.378,0,,0,
20260612_000237,2026-06-12T07:04:40.249,frame_000243.jpg,-0.2004,54.35,0.4823,0,0,46.898,8.836,1,16.03,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:40.761,frame_000244.jpg,-0.1071,54.35,0.4823,0,1,46.178,14.071,0,,0,
20260612_000237,2026-06-12T07:04:41.273,frame_000245.jpg,-0.1235,54.35,0.4823,0,1,44.697,19.425,1,17.25,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:41.774,frame_000246.jpg,0.0000,54.35,0.4823,0,1,42.311,24.115,0,,0,
20260612_000237,2026-06-12T07:04:42.289,frame_000247.jpg,-0.0906,54.35,0.4823,0,1,39.585,28.649,1,16.66,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:42.806,frame_000248.jpg,0.0000,54.04,0.4823,0,1,36.658,32.481,1,17.03,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:43.312,frame_000249.jpg,-0.1016,54.04,0.4823,0,1,33.359,36.003,1,16.40,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:43.824,frame_000250.jpg,-0.1016,54.04,0.4823,0,1,29.627,39.025,1,17.62,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:44.327,frame_000251.jpg,-0.1071,54.35,0.4823,0,1,25.624,41.472,0,,0,
20260612_000237,2026-06-12T07:04:44.842,frame_000252.jpg,-0.1126,54.35,0.4823,0,0,21.344,43.714,1,17.03,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:45.358,frame_000253.jpg,0.0000,54.35,0.4823,0,1,16.341,45.327,1,19.50,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:45.865,frame_000254.jpg,-0.0796,54.35,0.4823,0,1,11.443,46.372,0,,0,
20260612_000237,2026-06-12T07:04:46.371,frame_000255.jpg,0.0000,54.67,0.4823,0,1,6.225,47.232,1,21.89,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:46.882,frame_000256.jpg,0.0000,54.35,0.4823,0,1,0.933,47.582,1,20.07,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:47.393,frame_000257.jpg,0.0000,54.35,0.4823,0,0,-4.360,47.892,0,,0,
20260612_000237,2026-06-12T07:04:47.899,frame_000258.jpg,0.0000,54.04,0.4823,0,0,-9.189,48.106,0,,0,
20260612_000237,2026-06-12T07:04:48.411,frame_000259.jpg,0.0000,54.35,0.4823,0,1,-14.330,48.194,0,,0,
20260612_000237,2026-06-12T07:04:48.918,frame_000260.jpg,0.0000,54.04,0.4823,0,1,-19.459,48.164,0,,0,
20260612_000237,2026-06-12T07:04:49.433,frame_000261.jpg,0.0000,54.04,0.4823,0,1,-24.729,48.122,0,,0,
20260612_000237,2026-06-12T07:04:49.948,frame_000262.jpg,0.0000,54.04,0.4823,0,0,-29.847,48.072,0,,0,
20260612_000237,2026-06-12T07:04:50.463,frame_000263.jpg,0.0000,54.04,0.4823,0,0,-35.266,48.009,0,,0,
20260612_000237,2026-06-12T07:04:50.966,frame_000264.jpg,0.0000,54.35,0.4823,0,0,-40.708,47.937,0,,0,
20260612_000237,2026-06-12T07:04:51.480,frame_000265.jpg,0.0000,54.35,0.4823,0,1,-46.153,47.855,0,,0,
20260612_000237,2026-06-12T07:04:51.982,frame_000266.jpg,0.0000,54.04,0.4823,0,1,-51.291,47.768,0,,0,
20260612_000237,2026-06-12T07:04:52.495,frame_000267.jpg,0.0000,54.35,0.4823,0,1,-56.541,47.663,0,,0,
20260612_000237,2026-06-12T07:04:53.005,frame_000268.jpg,0.0000,54.35,0.4823,0,1,-61.361,47.539,1,18.76,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:53.515,frame_000269.jpg,-0.0796,54.35,0.4823,0,1,-66.630,47.326,1,17.91,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:54.016,frame_000270.jpg,-0.0741,54.35,0.4823,0,1,-71.518,46.522,1,18.68,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:54.532,frame_000271.jpg,0.0000,54.35,0.4823,0,1,-76.308,45.148,0,,0,
20260612_000237,2026-06-12T07:04:55.043,frame_000272.jpg,-0.0796,54.35,0.4823,0,1,-81.172,43.508,1,16.85,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:55.553,frame_000273.jpg,0.0000,54.35,0.4823,0,1,-85.926,41.264,1,16.69,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:56.063,frame_000274.jpg,-0.0851,54.67,0.4823,0,0,-90.718,38.374,1,14.90,0,OBSTACLE
20260612_000237,2026-06-12T07:04:56.578,frame_000275.jpg,-0.1071,54.35,0.4823,0,0,-95.235,34.898,1,15.21,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:57.085,frame_000276.jpg,-0.0961,54.67,0.4823,0,1,-98.730,30.983,1,16.54,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:57.587,frame_000277.jpg,0.0000,54.67,0.4823,0,1,-101.310,26.892,1,17.54,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:58.101,frame_000278.jpg,-0.1126,54.67,0.4823,0,0,-103.695,22.300,0,,0,
20260612_000237,2026-06-12T07:04:58.612,frame_000279.jpg,-0.0906,54.67,0.4823,0,0,-105.743,17.425,0,,0,
20260612_000237,2026-06-12T07:04:59.125,frame_000280.jpg,0.0000,54.67,0.4823,0,0,-107.252,12.345,1,16.06,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:04:59.634,frame_000281.jpg,-0.0796,54.67,0.4823,0,0,-108.281,7.288,1,16.62,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:00.149,frame_000282.jpg,0.0000,54.67,0.4823,0,0,-108.837,2.314,0,,0,
20260612_000237,2026-06-12T07:05:00.660,frame_000283.jpg,0.0000,54.67,0.4823,0,0,-109.115,-3.126,0,,0,
20260612_000237,2026-06-12T07:05:01.171,frame_000284.jpg,0.0000,53.72,0.4823,0,0,-108.851,-8.417,0,,0,
20260612_000237,2026-06-12T07:05:01.673,frame_000285.jpg,0.0000,-9.65,0.4823,0,1,-108.564,-13.462,1,23.43,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:02.179,frame_000286.jpg,0.1290,-9.65,0.4823,0,1,-108.306,-17.916,1,18.97,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:02.693,frame_000287.jpg,0.2004,-9.65,0.4823,0,0,-108.374,-21.976,1,15.09,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:03.197,frame_000288.jpg,0.0000,-9.65,0.4823,0,0,-109.168,-25.663,1,11.08,1,VEHICLE
20260612_000237,2026-06-12T07:05:03.711,frame_000289.jpg,0.0000,17.65,0.4823,0,0,-110.039,-29.019,1,10.34,1,VEHICLE
20260612_000237,2026-06-12T07:05:04.217,frame_000290.jpg,0.0000,25.18,0.4823,0,0,-110.721,-31.669,1,9.51,1,VEHICLE
20260612_000237,2026-06-12T07:05:04.728,frame_000291.jpg,0.0000,33.33,0.4823,0,0,-111.322,-34.464,0,,2,
20260612_000237,2026-06-12T07:05:05.233,frame_000292.jpg,-0.2279,48.39,0.4823,0,0,-111.859,-37.770,1,10.55,1,VEHICLE
20260612_000237,2026-06-12T07:05:05.744,frame_000293.jpg,0.0000,48.39,0.4823,0,0,-111.925,-41.640,0,,2,
20260612_000237,2026-06-12T07:05:06.245,frame_000294.jpg,0.0000,48.71,0.4823,0,0,-111.727,-45.831,0,,2,
20260612_000237,2026-06-12T07:05:06.753,frame_000295.jpg,0.0000,48.08,0.4823,0,0,-111.128,-50.445,0,,2,
20260612_000237,2026-06-12T07:05:07.265,frame_000296.jpg,0.0000,47.76,0.4823,0,0,-110.446,-54.661,0,,2,
20260612_000237,2026-06-12T07:05:07.766,frame_000297.jpg,0.0000,48.08,0.4823,0,0,-109.598,-59.136,0,,2,
20260612_000237,2026-06-12T07:05:08.277,frame_000298.jpg,0.0000,48.08,0.4823,0,1,-108.565,-63.854,0,,2,
20260612_000237,2026-06-12T07:05:08.789,frame_000299.jpg,-0.1729,48.39,0.4823,0,1,-107.497,-68.705,0,,2,
20260612_000237,2026-06-12T07:05:09.296,frame_000300.jpg,0.0000,48.71,0.4823,0,1,-106.163,-73.377,0,,2,
20260612_000237,2026-06-12T07:05:09.807,frame_000301.jpg,0.0000,48.71,0.4823,0,1,-104.618,-77.876,0,,2,
20260612_000237,2026-06-12T07:05:10.311,frame_000302.jpg,-0.0741,49.02,0.4823,0,1,-102.990,-81.933,1,17.30,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:10.815,frame_000303.jpg,-0.1235,49.33,0.4823,0,0,-101.079,-85.896,0,,0,
20260612_000237,2026-06-12T07:05:11.325,frame_000304.jpg,-0.1180,49.65,0.4823,0,1,-98.700,-90.080,1,15.96,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:11.830,frame_000305.jpg,0.0000,49.65,0.4823,0,0,-95.710,-93.678,1,17.26,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:12.339,frame_000306.jpg,-0.0961,49.65,0.4823,0,0,-92.546,-96.802,0,,0,
20260612_000237,2026-06-12T07:05:12.845,frame_000307.jpg,-0.0906,49.96,0.4823,0,0,-88.843,-99.921,1,15.83,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:13.351,frame_000308.jpg,-0.0741,49.96,0.4823,0,1,-84.718,-102.486,1,16.97,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:13.858,frame_000309.jpg,0.0000,49.96,0.4823,0,0,-80.164,-104.617,0,,0,
20260612_000237,2026-06-12T07:05:14.365,frame_000310.jpg,-0.1729,49.96,0.4823,0,0,-75.561,-106.612,1,14.11,1,VEHICLE
20260612_000237,2026-06-12T07:05:14.870,frame_000311.jpg,0.0000,49.96,0.4823,0,0,-71.133,-107.670,1,18.27,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:15.382,frame_000312.jpg,0.0000,49.96,0.4823,0,0,-66.720,-108.219,0,,2,
20260612_000237,2026-06-12T07:05:15.887,frame_000313.jpg,0.0000,49.33,0.4823,0,0,-62.157,-108.679,1,20.47,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:16.394,frame_000314.jpg,0.0000,49.65,0.4823,0,0,-57.722,-108.797,0,,2,
20260612_000237,2026-06-12T07:05:16.900,frame_000315.jpg,0.0000,49.65,0.4823,0,0,-53.319,-108.697,0,,2,
20260612_000237,2026-06-12T07:05:17.411,frame_000316.jpg,0.0000,49.02,0.4823,0,1,-48.473,-108.309,1,22.80,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:17.916,frame_000317.jpg,0.0000,48.39,0.4823,0,0,-43.527,-108.405,1,17.92,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:18.429,frame_000318.jpg,0.0000,47.76,0.4823,0,0,-38.321,-108.450,1,12.82,1,VEHICLE
20260612_000237,2026-06-12T07:05:18.943,frame_000319.jpg,0.2114,27.69,0.4823,0,0,-33.948,-108.769,1,15.73,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:19.449,frame_000320.jpg,-0.2059,40.86,0.4823,0,0,-30.474,-110.025,1,11.06,1,VEHICLE
20260612_000237,2026-06-12T07:05:19.963,frame_000321.jpg,-0.1126,44.00,0.4823,0,0,-26.760,-111.294,1,17.94,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:20.475,frame_000322.jpg,0.0000,45.25,0.4823,0,0,-22.764,-112.220,1,7.72,1,VEHICLE
20260612_000237,2026-06-12T07:05:20.985,frame_000323.jpg,-0.1235,45.25,0.4823,0,0,-18.630,-112.912,1,7.60,1,VEHICLE
20260612_000237,2026-06-12T07:05:21.497,frame_000324.jpg,-0.1180,45.57,0.4823,0,0,-14.588,-113.111,1,12.47,1,VEHICLE
20260612_000237,2026-06-12T07:05:21.998,frame_000325.jpg,0.0000,45.57,0.4823,0,0,-10.409,-112.690,0,,2,
20260612_000237,2026-06-12T07:05:22.499,frame_000326.jpg,-0.1016,45.57,0.4823,0,0,-5.967,-112.068,0,,2,
20260612_000237,2026-06-12T07:05:23.001,frame_000327.jpg,0.0000,45.25,0.4823,0,0,-1.479,-111.089,0,,2,
20260612_000237,2026-06-12T07:05:23.508,frame_000328.jpg,0.0000,34.27,0.4823,0,0,2.581,-109.946,1,23.13,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:24.018,frame_000329.jpg,-0.0796,42.12,0.4823,0,1,5.911,-109.006,0,,2,
20260612_000237,2026-06-12T07:05:24.533,frame_000330.jpg,0.0000,42.74,0.4823,0,1,9.563,-107.921,0,,2,
20260612_000237,2026-06-12T07:05:25.042,frame_000331.jpg,0.0000,43.37,0.4823,0,1,13.377,-106.753,0,,2,
20260612_000237,2026-06-12T07:05:25.550,frame_000332.jpg,-0.1071,43.37,0.4823,0,1,17.098,-105.595,1,17.36,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:26.064,frame_000333.jpg,0.0000,43.69,0.4823,0,1,20.804,-104.079,0,,2,
20260612_000237,2026-06-12T07:05:26.573,frame_000334.jpg,-0.0851,44.00,0.4823,0,1,24.564,-102.274,1,16.54,2,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:27.084,frame_000335.jpg,-0.1071,44.00,0.4823,0,1,28.255,-100.099,1,23.82,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:27.589,frame_000336.jpg,-0.0851,44.00,0.4823,0,1,31.638,-97.452,1,18.04,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:28.094,frame_000337.jpg,0.0000,44.31,0.4823,0,1,34.504,-94.561,0,,0,
20260612_000237,2026-06-12T07:05:28.594,frame_000338.jpg,-0.0741,44.31,0.4823,0,1,36.973,-91.606,0,,0,
20260612_000237,2026-06-12T07:05:29.104,frame_000339.jpg,0.0000,44.63,0.4823,0,1,39.251,-88.499,1,23.29,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:29.606,frame_000340.jpg,-0.1071,44.63,0.4823,0,1,41.372,-85.282,1,16.98,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:30.116,frame_000341.jpg,-0.0906,44.94,0.4823,0,1,43.222,-81.747,0,,0,
20260612_000237,2026-06-12T07:05:30.629,frame_000342.jpg,-0.1290,44.63,0.4823,0,1,44.819,-78.101,1,21.05,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:31.136,frame_000343.jpg,-0.0796,44.94,0.4823,0,1,45.764,-74.737,1,17.76,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:31.645,frame_000344.jpg,-0.0741,44.94,0.4823,0,1,46.462,-71.035,0,,0,
20260612_000237,2026-06-12T07:05:32.152,frame_000345.jpg,-0.0796,44.94,0.4823,0,1,46.827,-67.037,0,,0,
20260612_000237,2026-06-12T07:05:32.656,frame_000346.jpg,0.0000,44.00,0.4823,0,0,46.818,-63.033,0,,0,
20260612_000237,2026-06-12T07:05:33.164,frame_000347.jpg,0.0000,42.74,0.4823,0,0,46.765,-58.866,0,,0,
20260612_000237,2026-06-12T07:05:33.665,frame_000348.jpg,0.0000,43.06,0.4823,0,0,46.960,-55.272,0,,0,
20260612_000237,2026-06-12T07:05:34.173,frame_000349.jpg,0.0000,42.74,0.4823,0,0,47.141,-51.534,0,,0,
20260612_000237,2026-06-12T07:05:34.681,frame_000350.jpg,0.0000,44.00,0.4823,0,0,47.287,-47.658,0,,0,
20260612_000237,2026-06-12T07:05:35.191,frame_000351.jpg,0.0000,44.00,0.4823,0,1,47.433,-43.846,0,,0,
20260612_000237,2026-06-12T07:05:35.706,frame_000352.jpg,0.0000,44.00,0.4823,0,1,47.571,-40.282,0,,0,
20260612_000237,2026-06-12T07:05:36.211,frame_000353.jpg,0.0000,44.31,0.4823,0,0,47.712,-36.715,0,,0,
20260612_000237,2026-06-12T07:05:36.715,frame_000354.jpg,0.0000,44.94,0.4823,0,1,47.873,-32.639,0,,0,
20260612_000237,2026-06-12T07:05:37.229,frame_000355.jpg,-0.1180,45.57,0.4823,0,1,48.060,-28.348,1,24.16,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:37.733,frame_000356.jpg,0.0000,44.63,0.4823,0,1,47.938,-23.931,0,,0,
20260612_000237,2026-06-12T07:05:38.244,frame_000357.jpg,0.0000,42.12,0.4823,0,1,47.706,-19.717,0,,0,
20260612_000237,2026-06-12T07:05:38.755,frame_000358.jpg,0.0000,42.12,0.4823,0,1,47.482,-15.708,0,,0,
20260612_000237,2026-06-12T07:05:39.258,frame_000359.jpg,0.0000,42.43,0.4823,0,1,47.246,-11.469,0,,0,
20260612_000237,2026-06-12T07:05:39.759,frame_000360.jpg,0.0000,42.43,0.4823,0,1,47.029,-7.579,0,,0,
20260612_000237,2026-06-12T07:05:40.269,frame_000361.jpg,0.0000,42.43,0.4823,0,1,46.820,-3.806,0,,0,
20260612_000237,2026-06-12T07:05:40.785,frame_000362.jpg,0.0000,42.43,0.4823,0,1,46.617,-0.147,0,,0,
20260612_000237,2026-06-12T07:05:41.304,frame_000363.jpg,0.0000,43.06,0.4823,0,1,46.406,3.678,0,,0,
20260612_000237,2026-06-12T07:05:41.808,frame_000364.jpg,0.0000,43.06,0.4823,0,1,46.200,7.386,0,,0,
20260612_000237,2026-06-12T07:05:42.316,frame_000365.jpg,-0.0851,42.74,0.4823,0,1,45.917,11.577,1,16.38,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:42.824,frame_000366.jpg,-0.0851,42.74,0.4823,0,1,45.201,15.795,0,,0,
20260612_000237,2026-06-12T07:05:43.328,frame_000367.jpg,-0.1126,42.74,0.4823,0,1,44.057,19.679,1,17.08,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:43.836,frame_000368.jpg,0.0000,43.06,0.4823,0,1,42.368,23.505,0,,0,
20260612_000237,2026-06-12T07:05:44.347,frame_000369.jpg,-0.0906,43.06,0.4823,0,1,40.507,27.113,1,16.74,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:44.858,frame_000370.jpg,0.0000,43.06,0.4823,0,1,38.256,30.351,0,,0,
20260612_000237,2026-06-12T07:05:45.370,frame_000371.jpg,-0.1126,43.06,0.4823,0,0,36.126,33.084,1,16.28,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:45.885,frame_000372.jpg,0.0000,42.74,0.4823,0,1,33.726,35.560,1,23.47,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:46.403,frame_000373.jpg,-0.1290,43.37,0.4823,0,1,31.014,37.935,1,16.73,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:46.909,frame_000374.jpg,-0.1345,43.06,0.4823,0,1,28.296,39.874,1,14.80,0,OBSTACLE
20260612_000237,2026-06-12T07:05:47.422,frame_000375.jpg,-0.0906,42.74,0.4823,0,1,24.688,41.803,0,,0,
20260612_000237,2026-06-12T07:05:47.931,frame_000376.jpg,0.0000,43.37,0.4823,0,1,20.870,43.556,1,18.18,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:48.434,frame_000377.jpg,-0.0961,43.37,0.4823,0,1,16.890,44.991,0,,0,
20260612_000237,2026-06-12T07:05:48.937,frame_000378.jpg,0.0000,43.37,0.4823,0,1,12.727,46.158,0,,0,
20260612_000237,2026-06-12T07:05:49.449,frame_000379.jpg,-0.1180,43.37,0.4823,0,1,8.463,46.945,1,20.45,0,OBJECT_AHEAD
20260612_000237,2026-06-12T07:05:49.956,frame_000380.jpg,0.0000,43.37,0.4823,0,1,4.265,47.282,0,,0,
20260612_000237,2026-06-12T07:05:50.466,frame_000381.jpg,-0.0741,43.37,0.4823,0,1,0.772,47.481,0,,0,
20260612_000237,2026-06-12T07:05:50.970,frame_000382.jpg,0.0000,42.43,0.4823,0,1,-3.070,47.524,0,,0,
20260612_000237,2026-06-12T07:05:51.477,frame_000383.jpg,0.0000,42.12,0.4823,0,1,-6.811,47.492,0,,0,
20260612_000237,2026-06-12T07:05:51.992,frame_000384.jpg,0.0000,42.12,0.4823,0,1,-10.678,47.457,0,,0,
20260612_000237,2026-06-12T07:05:52.502,frame_000385.jpg,0.0000,42.43,0.4823,0,1,-14.088,47.428,0,,0,
20260612_000237,2026-06-12T07:05:53.011,frame_000386.jpg,0.0000,42.43,0.4823,0,1,-17.614,47.398,0,,0,
20260612_000237,2026-06-12T07:05:53.514,frame_000387.jpg,0.0000,42.12,0.4823,0,1,-21.841,47.364,0,,0,
20260612_000237,2026-06-12T07:05:54.021,frame_000388.jpg,0.0000,42.43,0.4823,0,0,-26.185,47.331,0,,0,
20260612_000237,2026-06-12T07:05:54.525,frame_000389.jpg,0.0000,42.12,0.4823,0,0,-30.301,47.300,0,,0,
20260612_000237,2026-06-12T07:05:55.037,frame_000390.jpg,0.0000,41.80,0.4823,0,0,-34.297,47.273,0,,0,
20260612_000237,2026-06-12T07:05:55.547,frame_000391.jpg,0.0000,42.74,0.4823,0,0,-38.059,47.248,0,,0,
